domain,tagSize,tidSize,xdrSize,tagRatio,xdrRatio,tagDistribute,xdrDistribute,upPktSize,downPktSize,upFluxSize,downFluxSize,upAvgFluxSize,downAvgFluxSize,tidFlux,xdrFlux,is_comm
xinkuai.com,1,1,4,1,0.25,1,4,74,60,9583,13650,129.5,227.5,23233,5808.25,-1
lezuoyun.com,1,1,145,1,0.006896552,1,145,5300,3182,370817,261188,69.9654717,82.08296669,632005,4358.655172,1
everphoto.cn,2,2,101,2,0.03960396,1,50.5,1169,1245,187087,403421,160.0402053,324.0329317,295254,5846.613861,-1
shuqistat.com,2,2,6,2,0.666666667,1,3,41,16,11416,4395,278.4390244,274.6875,7905.5,2635.166667,-1
zuimeia.com,1,1,1,1,1,1,1,2,0,489,0,244.5,0,489,489,-1
thsi.cn,11,14,261,8.642857141,0.750957855,1.272727273,18.64285714,3342,3137,481553,2171562,144.0912627,692.2416321,189508.2143,10165.19157,-1
ivd4.com,1,6,6710,0.166666667,0.005365127,6,1118.333333,38813,19923,16056388,824628,413.6858269,41.3907544,2813502.667,2515.799702,-1
pp.cn,18,21,247,15.42857142,1.785425102,1.166666667,11.76190476,1092,841,310135,196578,284.0064103,233.7431629,24129.19048,2051.469636,-1
yunovo.cn,2,22,188,0.181818182,2.574468085,11,8.545454545,796,687,105556,122728,132.6080402,178.643377,10376.54545,1214.276596,1
yunshen918.com,4,135,12606,0.118518519,1.445740124,33.75,93.37777778,436742,257050,25516640,14276854,58.42497401,55.54115542,294766.6222,3156.710614,-1
flyasiana.com,1,17,128,0.058823529,2.2578125,17,7.529411765,5294,7253,312374,9340252,59.00528901,1287.777747,567801.5294,75411.14063,-1
doubleclickbygoogle.com,5,9,26,2.777777778,3.115384615,1.8,2.888888889,1088,1273,149656,1465518,137.5514706,1151.231736,179463.7778,62122.07692,-1
iotcplatform.com,1,6,110,0.166666667,0.327272727,6,18.33333333,393,268,22998,29818,58.51908397,111.261194,8802.666667,480.1454545,-1
isi.edu,2,9,257,0.444444444,0.315175097,4.5,28.55555556,263,62,20016,4712,76.10646388,76,2747.555556,96.21789883,-1
ks-live.com,1,1,2,1,0.5,1,2,11,9,890,750,80.90909091,83.33333333,1640,820,-1
3gppnetwork.org,3,6,6,1.5,6,2,1,40,31,3684,2704,92.1,87.22580645,1064.666667,1064.666667,-1
fw4.me,2,2,93,2,0.043010753,1,46.5,1006,1046,153507,485177,152.5914513,463.8403442,319342,6867.569892,-1
efy-tech.cn,1,1,7,1,0.142857143,1,7,3331,2388,325306,156185,97.66016211,65.40410385,481491,68784.42857,-1
abeacon.com,8,15,24,4.266666667,9.375,1.875,1.6,175,132,24427,42556,139.5828571,322.3939394,4465.533333,2790.958333,-1
nast-js.com,1,9,2013,0.111111111,0.04023845,9,223.6666667,10455,9180,768514,376664,73.50683883,41.03093682,127242,568.8912072,1
jwxyun.com,1,7,1444,0.142857143,0.033933518,7,206.2857143,4023,1799,266695,100529,66.29256774,55.88048916,52460.57143,254.3102493,1
ifreeztech.com,13,1966,10325,0.085961343,374.3492494,151.2307692,5.251780264,52029,41143,3314573,2210846,63.70625997,53.7356537,2810.487792,535.14954,-1
aihelp.net,1,1,6,1,0.166666667,1,6,31,29,3852,15164,124.2580645,522.8965517,19016,3169.333333,-1
rkdatabase.com,4,15,1149,1.066666667,0.195822454,3.75,76.6,1181,1174,70860,46960,60,40,7854.666667,102.5413403,-1
gps021.net,19,472,10311,0.764830509,21.60643973,24.84210526,21.84533898,200372,156924,16190121,8962934,80.80031641,57.1164003,53290.37076,2439.438949,0
bjrszn.cn,8,70,5035,0.914285714,0.973187686,8.75,71.92857143,20923,5140,1472057,273414,70.3559241,53.19338521,24935.3,346.6675273,1
fleet-online.cn,1,25,5637,0.04,0.110874579,25,225.48,6773,1121,878126,104426,129.6509671,93.15432649,39302.08,174.3040624,1
8325.com,6,195,4245,0.184615385,8.957597173,32.5,21.76923077,135667,86174,14499059,6473937,106.8724082,75.12633741,107553.8256,4940.6351,-1
7seme.com,1,1,3,1,0.333333333,1,3,310,556,12707,728971,40.99032258,1311.098921,741678,247226,-1
meishi.cc,1,1,1,1,1,1,1,4,3,216,164,54,54.66666667,380,380,-1
cdn08.com,1,1,1,1,1,1,1,8,5,1339,614,167.375,122.8,1953,1953,-1
coolkit.cc,1,5,9,0.2,2.777777778,5,1.8,56,46,4849,4128,86.58928571,89.73913043,1795.4,997.4444444,-1
pubmatic.com,4,5,12,3.2,2.083333333,1.25,2.4,89,67,11966,19840,134.4494382,296.119403,6361.2,2650.5,-1
toplife.com,1,1,1,1,1,1,1,9,10,2245,6064,249.4444444,606.4,8309,8309,-1
100xhs.com,1,1,1,1,1,1,1,7,6,809,1709,115.5714286,284.8333333,2518,2518,-1
zhuyuanp.club,3,3,20,3,0.45,1,6.666666667,242,208,39011,71914,161.2024793,345.7403846,36975,5546.25,-1
sinohb.com,55,5918,33497,0.511152416,1045.548079,107.6,5.660189253,227930,184950,14270351,8034807,62.60848067,43.44313058,3769.036499,665.8852435,-1
365dmp.com,4,4,10,4,1.6,1,2.5,77,78,11668,11621,151.5324675,148.9871795,5822.25,2328.9,-1
dwphonetest.com,1,1,5,1,0.2,1,5,24,12,2490,1158,103.75,96.5,3648,729.6,-1
jdwlkjm2m.com,4,4,40,4,0.4,1,10,616,751,52232,871870,84.79220779,1160.945406,231025.5,23102.55,1
jssearch.net,1,1,4,1,0.25,1,4,12,0,720,0,60,0,720,180,-1
p2cdn.com,24,29,334,19.86206897,2.517964072,1.208333333,11.51724138,1213,774,128733,143041,106.1277824,184.8074935,9371.517241,813.6946108,-1
starcharge.com,15,1894,248784,0.118796198,14.4190784,126.2666667,131.3537487,9036840,5603181,466932355,309780997,51.66987077,55.2866304,410091.5269,3122.039006,1
i-pass.com,1,1,2,1,0.5,1,2,12,10,904,1282,75.33333333,128.2,2186,1093,-1
jdpay.com,7,11,545,4.454545456,0.222018349,1.571428571,49.54545455,2700,2397,321062,557265,118.9118519,232.4843554,79847.90909,1611.609174,-1
tuhuyun.cn,2,2,224,2,0.017857143,1,112,3563,1832,197804,111876,55.51613809,61.06768559,154840,1382.5,-1
xidiancd.com,2,135,17228,0.02962963,1.057870908,67.5,127.6148148,314471,314370,24661324,16409786,78.42161598,52.19895664,304230.4444,2383.974344,1
ctcdns.cn,1,1,1,1,1,1,1,5,0,300,0,60,0,300,300,-1
greasyfork.org,1,1,2,1,0.5,1,2,35,30,3302,7440,94.34285714,248,10742,5371,-1
lianwifi.com,2,2,12,2,0.333333333,1,6,79,90,11009,25954,139.3544304,288.3777778,18481.5,3080.25,-1
yximgs.com,152,317,18045,72.88328075,5.568800222,2.085526316,56.92429022,1131828,2246375,54040207,3001297948,47.74595345,1336.062745,9638290.71,169317.7143,0
gionee.com,79,173,1128,36.0751445,26.53280142,2.189873418,6.520231214,17841,18941,1234724,21572141,69.20710722,1138.912465,131831.5896,20218.85195,-1
kgimg.com,85,113,945,63.93805308,13.51216931,1.329411765,8.362831858,24350,29137,1654731,34263141,67.95609856,1175.932354,317857.2743,38008.33016,-1
neoriver.cn,7,100,24009,0.49,0.416510475,14.28571429,240.09,126472,124408,12668878,10066442,100.1714055,80.91474825,227353.2,946.9498938,1
a-cube.cn,5,146,8238,0.171232877,2.587521243,29.2,56.42465753,42409,26784,7846997,1476676,185.0314084,55.13276583,63860.77397,1131.78842,-1
51fubei.com,27,2195,27859,0.332118451,172.9432141,81.2962963,12.69202733,357920,359644,30918032,121213023,86.38252123,337.036133,69307.99772,5460.750745,-1
glassboxcdn.com,1,1,3,1,0.333333333,1,3,57,73,4675,70740,82.01754386,969.0410959,75415,25138.33333,-1
voolean.com,1,1,14,1,0.071428571,1,14,88,70,12926,6412,146.8863636,91.6,19338,1381.285714,-1
buzzvil.com,1,7,18,0.142857143,2.722222223,7,2.571428571,212,223,36655,155145,172.9009434,695.7174888,27400,10655.55556,-1
criteo.net,2,8,85,0.5,0.752941176,4,10.625,705,830,98758,444990,140.0822695,536.1325301,67968.5,6397.035294,-1
zupig.com,2,2,225,2,0.017777778,1,112.5,1528,2041,100228,117421,65.59424084,57.5311122,108824.5,967.3288889,1
hyperwsn.com,2,12,865,0.333333333,0.166473988,6,72.08333333,6485,4975,507986,291345,78.33245952,58.56180905,66610.91667,924.0820809,-1
duolaibei.com,1,1,8,1,0.125,1,8,57,41,5494,17123,96.38596491,417.6341463,22617,2827.125,1
lvkedu.com,3,16,434,0.5625,0.589861751,5.333333333,27.125,1599,2992,177926,188405,111.2732958,62.96958556,22895.6875,844.0806452,1
1-chong.com,2,116,62584,0.034482759,0.215007031,58,539.5172414,820713,687387,75291372,67318728,91.73897818,97.93424665,1229397.414,2278.699029,-1
boxiangyx.com,1,1,6,1,0.166666667,1,6,37,32,5922,5268,160.0540541,164.625,11190,1865,-1
qcloudcdn.com,1,1,2,1,0.5,1,2,16,6,1283,2761,80.1875,460.1666667,4044,2022,-1
ungps.com,2,81,198,0.049382716,33.13636364,40.5,2.444444444,5850,5621,6615463,316705,1130.848376,56.34317737,85582.32099,35010.94949,1
googlezip.net,2,3,12,1.333333333,0.75,1.5,4,38,0,2280,0,60,0,760,190,-1
smit.com.cn,1,1,2,1,0.5,1,2,15,15,2548,1645,169.8666667,109.6666667,4193,2096.5,-1
wisedsp.net,1,1,1,1,1,1,1,6,4,650,296,108.3333333,74,946,946,-1
qmail.com,15,15,35,15,6.428571429,1,2.333333333,171,148,66167,11297,386.9415205,76.33108108,5164.266667,2213.257143,-1
cibntv.net,101,138,1871,73.92028984,10.17851417,1.366336634,13.55797101,640145,1430715,32452466,1985444687,50.69549243,1387.728994,14622443.14,1078512.642,-1
d-ctrip.com,1,1,2,1,0.5,1,2,20,14,2270,8699,113.5,621.3571429,10969,5484.5,-1
cereson.com,1,1,1860,1,0.000537634,1,1860,49132,37464,6593269,5680087,134.1950053,151.6145366,12273356,6598.578495,-1
localytics.com,2,3,253,1.333333333,0.035573123,1.5,84.33333333,3491,3500,598349,1627538,171.3975938,465.0108571,741962.3333,8797.972332,-1
socdm.com,1,2,5,0.5,0.8,2,2.5,41,33,4553,11383,111.0487805,344.9393939,7968,3187.2,-1
cmpay.com,1,1,83,1,0.012048193,1,83,4420,5221,336926,6077925,76.22760181,1164.130435,6414851,77287.36145,-1
qhcdn.com,52,70,1245,38.62857143,3.935742971,1.346153846,17.78571429,10207,9566,1142368,8123842,111.9200549,849.2412712,132374.4286,7442.738956,-1
ytimg.com,6,44,1872,0.818181818,1.034188034,7.333333333,42.54545455,5999,0,1456990,0,242.8721454,0,33113.40909,778.3066239,-1
1rendata.com,1,8,563,0.125,0.113676732,8,70.375,34838,23728,43212050,1275226,1240.371146,53.74350978,5560909.5,79018.25222,-1
3gmimo.com,8,9,33,7.111111111,2.454545454,1.125,3.666666667,226,148,24094,29599,106.6106195,199.9932432,5965.888889,1627.060606,0
xh8400.cn,2,2,6,2,0.666666667,1,3,18,0,1152,0,64,0,576,192,-1
fxltsbl.com,69,71,490,67.05633804,10.2877551,1.028985507,6.901408451,3084,2583,430754,806069,139.6738003,312.0669764,17420.04225,2524.128571,-1
rosettastone.com,1,1,4,1,0.25,1,4,22,22,1376,880,62.54545455,40,2256,564,-1
outfit7.com,1,1,2,1,0.5,1,2,25,21,3873,5062,154.92,241.047619,8935,4467.5,-1
novaecs.com,5,25,3934,1,0.158871378,5,157.36,284743,11561,17637708,543367,61.9425517,47,727243,4621.523894,1
simcom-sh.com,1,1,1,1,1,1,1,3,2,323,88,107.6666667,44,411,411,-1
inatop.com,1,3,331,0.333333333,0.027190332,3,110.3333333,2074,1978,111436,57658,53.72999036,29.14964611,56364.66667,510.858006,1
jujiae.com.cn,2,4,1654,1,0.009673519,2,413.5,8564,6839,874637,760677,102.1294956,111.2263489,408828.5,988.7025393,1
gimc.cn,1,1,2,1,0.5,1,2,9,7,1280,726,142.2222222,103.7142857,2006,1003,-1
webank.com,1,1,33,1,0.03030303,1,33,353,336,66652,182778,188.815864,543.9821429,249430,7558.484848,-1
lxzan.com,1,1,19,1,0.052631579,1,19,482,986,31136,1005742,64.59751037,1020.022312,1036878,54572.52632,-1
payscode.net,2,5,538,0.8,0.046468401,2.5,107.6,20003,10601,1334571,566417,66.71854222,53.43052542,380197.6,3533.434944,1
8cau.com,1,1,3,1,0.333333333,1,3,14,11,2773,1221,198.0714286,111,3994,1331.333333,-1
jimiagps.com,59,21486,120778,0.162012473,3822.287138,364.1694915,5.621241739,667772,538389,55227320,111387674,82.70385701,206.8906943,7754.584101,1379.514431,-1
mplink.cn,4,76,6174,0.210526316,0.935536119,19,81.23684211,65238,65831,23090821,8588244,353.947408,130.4589631,416829.8026,5131.043894,1
rotai.cn,3,232,15979,0.038793103,3.368421053,77.33333333,68.875,545611,309035,27048192,12999024,49.57413249,42.06327439,172617.3103,2506.240441,1
richnco.kr,1,1,9,1,0.111111111,1,9,387,433,52637,467153,136.0129199,1078.875289,519790,57754.44444,-1
frdic.com,1,2,538,0.5,0.007434944,2,269,3134,3241,522277,1654630,166.6486918,510.5307004,1088453.5,4046.295539,-1
daojia.com,2,3,64,1.333333333,0.140625,1.5,21.33333333,510,400,56568,64903,110.9176471,162.2575,40490.33333,1897.984375,-1
91160.com,3,4,9,2.250000001,1.777777778,1.333333333,2.25,86,65,25336,23973,294.6046512,368.8153846,12327.25,5478.777778,-1
youversionapi.com,1,2,11,0.5,0.363636364,2,5.5,107,90,13276,43557,124.0747664,483.9666667,28416.5,5166.636364,-1
500zhongcai.com,1,3,171,0.333333333,0.052631579,3,57,2385,1718,250649,866564,105.0939203,504.4027939,372404.3333,6533.409357,-1
wmj.com.cn,3,3,351,3,0.025641026,1,117,13238,9040,734154,483887,55.45807524,53.52732301,406013.6667,3470.202279,1
qipus.cn,6,6,18,6,2,1,3,129,93,15629,49339,121.1550388,530.5268817,10828,3609.333333,-1
jntmedia.cn,2,2,3,2,1.333333333,1,1.5,18,12,3481,1316,193.3888889,109.6666667,2398.5,1599,-1
kcnzq.com,14,389,7073,0.503856041,21.39417503,27.78571429,18.18251928,149431,118366,31638125,7207448,211.7239729,60.89120187,99860.08483,5492.092888,-1
baifubao.com,40,48,285,33.33333333,8.084210526,1.2,5.9375,4827,4721,721937,1569926,149.562254,332.5409871,47747.14583,8041.624561,-1
geetest.com,2,2,8,2,0.5,1,4,113,75,30994,29640,274.2831858,395.2,30317,7579.25,-1
adsrvr.org,4,8,17,2,3.764705882,2,2.125,131,83,43806,51003,334.3969466,614.4939759,11851.125,5577,-1
qcloud.com,42,47,102,37.5319149,21.65686274,1.119047619,2.170212766,1056,886,101917,387939,96.51231061,437.8544018,10422.46809,4802.509804,-1
shemaletubevideos.com,1,1,1,1,1,1,1,15,20,1318,16825,87.86666667,841.25,18143,18143,-1
resmart.cn,2,4,311,1,0.051446945,2,77.75,5192,3348,1126956,220531,217.0562404,65.86947431,336871.75,4332.755627,1
haixiutv.com,1,1,18,1,0.055555556,1,18,92,44,8615,4432,93.64130435,100.7272727,13047,724.8333333,-1
hhs16.com,1,1,2,1,0.5,1,2,10,6,764,958,76.4,159.6666667,1722,861,1
gpsmi.com,3,31,2299,0.290322581,0.41800783,10.33333333,74.16129032,34370,30552,2275244,1649863,66.19854524,54.00180021,126616.3548,1707.31057,-1
umlxny.com,4,5460,197845,0.002930403,150.6815942,1365,36.23534799,4416501,4406713,248439644,128280659,56.25259544,29.1102822,68996.39249,1904.118391,1
jiahuaming.com,1,1,1,1,1,1,1,6,5,787,998,131.1666667,199.6,1785,1785,1
sj2000.org,1,1,4,1,0.25,1,4,4,0,172,0,43,0,172,43,-1
ksyuncdn.com,87,138,6053,54.84782607,3.146208492,1.586206897,43.86231884,623130,1134998,27846009,1524042657,44.68731886,1342.771227,11245570.04,256383.391,-1
ysepay.com,25,313,3274,1.996805112,29.92333536,12.52,10.4600639,12431,11353,1337536,1258112,107.5968144,110.8175813,8292.805112,792.8063531,1
chedaia.com,8,746,9933,0.085790885,56.02698079,93.25,13.3150134,172797,155966,14163151,9835379,81.96410239,63.06104536,32169.61126,2416.040471,1
amazon.cn,2,2,7,2,0.571428571,1,3.5,264,321,52944,283735,200.5454545,883.9096573,168339.5,48097,-1
chinaubi.com,1,1,2,1,0.5,1,2,15,12,11032,688,735.4666667,57.33333333,11720,5860,1
ce-safe.com,2,25,4353,0.16,0.143579141,12.5,174.12,81436,59495,8792499,6240052,107.9682082,104.8836373,601302.04,3453.377211,-1
outbrain.com,1,1,8,1,0.125,1,8,51,55,8390,47423,164.5098039,862.2363636,55813,6976.625,-1
zhiwa-game.com,1,2,10,0.5,0.4,2,5,645,510,49242,44436,76.34418605,87.12941176,46839,9367.8,-1
myapp.com,122,131,828,113.6183206,20.72584541,1.073770492,6.320610687,57967,135756,3356022,184074902,57.89538876,1355.924615,1430770.412,226365.8502,0
spcast.cn,2,3,401,1.333333333,0.02244389,1.5,133.6666667,11329,12780,1029703,485861,90.89089946,38.01729264,505188,3779.461347,1
intestdriver.com,20,303,11018,1.320132013,8.332637503,15.15,36.3630363,383488,354795,135448172,16600433,353.2005486,46.78880198,501810.5776,13800.01861,0
lierdae-hub.com,1,52,6282,0.019230769,0.430436167,52,120.8076923,111825,111724,5040108,5140412,45.07138833,46.0099173,195779.2308,1620.585801,1
metersbonwe.com,1,1,4,1,0.25,1,4,42,36,4592,18216,109.3333333,506,22808,5702,-1
jlxzt.com,3,4,41,2.250000001,0.390243902,1.333333333,10.25,218,184,39489,104442,181.1422018,567.6195652,35982.75,3510.512195,-1
ksf.com.cn,3,112,12816,0.080357143,0.97877653,37.33333333,114.4285714,285812,196726,22003848,17909588,76.9871384,91.03823592,356369.9643,3114.344257,1
lexqf.com,1,29,3777,0.034482759,0.22266349,29,130.2413793,34087,33479,2533292,1394310,74.31842051,41.64730129,135434.5517,1039.873445,-1
upkorea.net,1,1,22,1,0.045454545,1,22,428,428,29663,490834,69.30607477,1146.808411,520497,23658.95455,-1
huabaotech.com,1,88,3232,0.011363636,2.396039604,88,36.72727273,54748,31556,10258680,1700970,187.3799956,53.90321967,135905.1136,3700.386757,1
gps960.net,2,6,69,0.666666667,0.52173913,3,11.5,2199,1201,181959,74044,82.74624829,61.6519567,42667.16667,3710.188406,1
momocdn.com,30,46,548,19.5652174,3.861313868,1.533333333,11.91304348,8388,11070,717861,10894444,85.58190272,984.1412827,252441.413,21190.33759,-1
ushaqi.com,5,5,10,5,2.5,1,2,58,28,6707,14468,115.637931,516.7142857,4235,2117.5,-1
t-vom.com,2,10,1148,0.4,0.087108014,5,114.8,25997,17606,1994347,1595022,76.71450552,90.59536522,358936.9,3126.628049,1
yfcloud.com,6,6,29,6,1.24137931,1,4.833333333,183,171,17699,57808,96.71584699,338.0584795,12584.5,2603.689655,-1
projectiondesignchina.com,1,1,4,1,0.25,1,4,18,18,2411,7654,133.9444444,425.2222222,10065,2516.25,-1
62fan.com,1,1,13,1,0.076923077,1,13,120,108,12261,50320,102.175,465.9259259,62581,4813.923077,-1
haodanku.com,2,2,4,2,1,1,2,48,46,4013,24331,83.60416667,528.9347826,14172,7086,-1
chinacloudsites.cn,1,1,1,1,1,1,1,10,7,1354,4818,135.4,688.2857143,6172,6172,-1
mobileapptracking.com,11,13,38,9.307692306,4.447368421,1.181818182,2.923076923,426,363,139444,138872,327.3333333,382.5674931,21408.92308,7324.105263,-1
hedevice.com,15,1387,125290,0.16222062,15.35452949,92.46666667,90.33165105,4013730,2997067,351757979,156093026,87.638675,52.08192743,366150.6885,4053.404142,-1
aerserv.com,1,1,2,1,0.5,1,2,9,14,2138,1081,237.5555556,77.21428571,3219,1609.5,-1
mookie1.cn,18,19,49,17.05263157,7.36734694,1.055555556,2.578947368,269,202,29429,52146,109.401487,258.1485149,4293.421053,1664.795918,-1
meitu.com,52,73,1487,37.04109589,3.583725623,1.403846154,20.36986301,14048,13988,2362182,8544254,168.1507688,610.8274235,149403.2329,7334.523201,-1
inraycloud.com,1,2,206,0.5,0.019417476,2,103,15544,15404,2719848,799233,174.9773546,51.88477019,1759540.5,17082.91748,1
clashroyaleapp.com,2,2,2,2,2,1,1,16,18,990,1665,61.875,92.5,1327.5,1327.5,-1
iqqot.cn,4,30,3057,0.533333333,0.294406281,7.5,101.9,128199,129587,10338354,5742613,80.64301594,44.31473064,536032.2333,5260.375204,-1
zhaopin.cn,1,1,91,1,0.010989011,1,91,561,391,147926,35138,263.6827094,89.86700767,183064,2011.692308,-1
qualcomm.cn,1,1,30,1,0.033333333,1,30,223,198,17940,22976,80.44843049,116.040404,40916,1363.866667,-1
huq.io,1,1,2,1,0.5,1,2,15,11,2266,4312,151.0666667,392,6578,3289,-1
cmread.com,10,25,330,4,1.893939394,2.5,13.2,2135,1799,249061,998972,116.6562061,555.2929405,49921.32,3781.918182,-1
dianxinos.com,6,17,33,2.117647059,8.757575756,2.833333333,1.941176471,255,233,70479,19326,276.3882353,82.94420601,5282.647059,2721.363636,-1
vimedia.cn,1,2,16,0.5,0.25,2,8,186,159,20793,91811,111.7903226,577.427673,56302,7037.75,-1
weixincall.com,5,22,1061,1.136363636,0.456173421,4.4,48.22727273,27644,27681,1950927,1111046,70.57325279,40.13749503,139180.5909,2885.931197,1
sinaimg.cn,168,282,15975,100.0851064,4.978028169,1.678571429,56.64893617,512313,1445231,26856873,1953249563,52.42278256,1351.513746,7021654.028,123950.3246,0
adlibr.com,1,2,8,0.5,0.5,2,4,59,49,9689,13337,164.220339,272.1836735,11513,2878.25,-1
huanxinghuoli.cn,2,24,2783,0.166666667,0.206970895,12,115.9583333,77613,77551,6356348,4066048,81.89798101,52.43063274,434266.5,3745.021919,-1
migu.cn,6,8,38,4.500000001,1.684210526,1.333333333,4.75,668,652,67717,722525,101.3727545,1108.167178,98780.25,20795.84211,-1
wacai.com,1,1,73,1,0.01369863,1,73,903,787,118132,448212,130.8217054,569.519695,566344,7758.136986,-1
b612.net,6,6,10,6,3.599999999,1,1.666666667,118,138,14998,107740,127.1016949,780.7246377,20456.33333,12273.8,-1
cmccdevice.cn,1,1,3,1,0.333333333,1,3,35,25,3412,1468,97.48571429,58.72,4880,1626.666667,-1
linkface.cn,2,2,9,2,0.444444444,1,4.5,115,100,11112,39170,96.62608696,391.7,25141,5586.888889,-1
zuchezaixian.net,2,8,550,0.5,0.116363636,4,68.75,8742,7618,527949,376373,60.39224434,49.40574954,113040.25,1644.221818,1
greycdn.net,1,1,2,1,0.5,1,2,16,13,1582,5886,98.875,452.7692308,7468,3734,-1
ouklqd.com,1,1,1,1,1,1,1,15,13,5793,2618,386.2,201.3846154,8411,8411,-1
zjoyvd.com,2,13,119705,0.307692308,0.001411804,6.5,9208.076923,728364,485455,78299038,46240466,107.4998737,95.25180707,9579961.846,1040.386818,1
dafascore.com,1,1,21,1,0.047619048,1,21,676,780,158945,672628,235.1257396,862.3435897,831573,39598.71429,-1
apicloud.com,1,3,49,0.333333333,0.183673469,3,16.33333333,369,380,20034,18671,54.29268293,49.13421053,12901.66667,789.8979592,-1
xoyo.com,1,3,32,0.333333333,0.28125,3,10.66666667,245,248,32700,100163,133.4693878,403.8830645,44287.66667,4151.96875,-1
newsis.com,1,2,45,0.5,0.088888889,2,22.5,477,650,39458,712224,82.721174,1095.729231,375841,16704.04444,-1
flyme.cn,12,16,459,9.000000002,0.557734205,1.333333333,28.6875,3725,3005,479301,1305049,128.6714094,434.2925125,111521.875,3887.472767,-1
gnssnavi.com,2,2,960,2,0.004166667,1,480,1944,0,119520,0,61.48148148,0,59760,124.5,1
hnsmall.com,1,9,23,0.111111111,3.52173913,9,2.555555556,212,172,12472,149479,58.83018868,869.0639535,17994.55556,7041.347826,-1
gcl-sunny.com,2,3,351,1.333333333,0.025641026,1.5,117,5795,4537,234945,181484,40.54270923,40.00088164,138809.6667,1186.407407,1
bx1k.com,1,2,2,0.5,2,2,1,24,34,1668,26920,69.5,791.7647059,14294,14294,-1
bee7.com,1,1,2,1,0.5,1,2,25,15,3064,5804,122.56,386.9333333,8868,4434,-1
popcap.com.cn,2,3,70,1.333333333,0.128571429,1.5,23.33333333,473,403,185423,112513,392.0147992,279.1885856,99312,4256.228571,-1
lierdapark.com,2,3,4,1.333333333,2.250000001,1.5,1.333333333,25,20,1508,1244,60.32,62.2,917.3333333,688,1
bxljd.com,1,1,1,1,1,1,1,38,67,2133,90368,56.13157895,1348.776119,92501,92501,-1
jcloudcache.com,2,2,4,2,1,1,2,1604,2337,75430,3113450,47.02618454,1332.242191,1594440,797220,-1
ragentek.com,4,434,1263,0.036866359,149.1338084,108.5,2.910138249,7589,5636,766834,534994,101.0454605,94.92441448,2999.603687,1030.742676,1
vimage1.com,4,6,72,2.666666667,0.5,1.5,12,1072,1307,96932,1530125,90.42164179,1170.715379,271176.1667,22598.01389,-1
mlinks.cc,4,4,76,4,0.210526316,1,19,916,764,88370,411059,96.47379913,538.0353403,124857.25,6571.434211,-1
le.com,6,6,28,6,1.285714286,1,4.666666667,160,138,24194,80242,151.2125,581.4637681,17406,3729.857143,-1
longzhulive.com,5,9,174,2.777777778,0.465517241,1.8,19.33333333,983,770,124985,395427,127.1464903,513.5415584,57823.55556,2990.873563,-1
elongstatic.com,1,1,1,1,1,1,1,3,0,1974,0,658,0,1974,1974,-1
adsame.com,1,1,2,1,0.5,1,2,12,9,2073,1317,172.75,146.3333333,3390,1695,-1
rainbownine.net,1,1,4,1,0.25,1,4,16,8,864,448,54,56,1312,328,-1
kunlunpi.com,32,35,108,29.25714286,11.34259259,1.09375,3.085714286,35923,55967,1534102,76621635,42.70528631,1369.050244,2233021.057,723664.2315,-1
amemv.com,181,286,3873,114.5489511,21.11954557,1.580110497,13.54195804,86260,133572,7658059,148007329,88.77879666,1108.071519,544284.5734,40192.45753,-1
xiandinggps.com,3,11,312,0.818181818,0.387820513,3.666666667,28.36363636,2749,1721,196075,95622,71.3259367,55.56188263,26517.90909,934.9262821,1
unimarspay.com,5,102,1499,0.245098039,6.940627085,20.4,14.69607843,12757,11822,2963904,3100437,232.3355021,262.2599391,59454.32353,4045.591061,1
gtwear.com,1,31,4686,0.032258065,0.205078959,31,151.1612903,39292,35426,2227112,2111367,56.68105467,59.59936205,139950.9355,925.838455,-1
v2ex.com,1,1,2,1,0.5,1,2,12,8,972,1218,81,152.25,2190,1095,-1
fulixiaozhan.com,1,1,2,1,0.5,1,2,25,24,2794,26167,111.76,1090.291667,28961,14480.5,-1
lldqs.com,1,6,2630,0.166666667,0.013688213,6,438.3333333,3064,3053,134816,122120,44,40,42822.66667,97.69429658,-1
iwatercloud.cn,1,1,2,1,0.5,1,2,9,7,1251,857,139,122.4285714,2108,1054,-1
zuncdn.com,1,1,13,1,0.076923077,1,13,99,76,10633,33994,107.4040404,447.2894737,44627,3432.846154,-1
cafe24.com,1,2,13,0.5,0.307692308,2,6.5,75,71,6070,54708,80.93333333,770.5352113,30389,4675.230769,-1
halokit.cn,1,6,915,0.166666667,0.039344262,6,152.5,1742,1788,202824,529282,116.4316877,296.0190157,122017.6667,800.115847,1
idoov.cn,1,1,1,1,1,1,1,8,8,540,441,67.5,55.125,981,981,-1
xywxs.com,1,1,5,1,0.2,1,5,20,20,5000,5407,250,270.35,10407,2081.4,-1
xs-servers.com,1,5,32,0.2,0.78125,5,6.4,11535,8775,882347,2037694,76.49302124,232.2158405,584008.2,91251.28125,-1
118114.net,6,6,13,6,2.769230769,1,2.166666667,63,43,7240,3875,114.9206349,90.11627907,1852.5,855,-1
zybank.com.cn,1,1,4,1,0.25,1,4,49,36,11155,11737,227.6530612,326.0277778,22892,5723,-1
gzcdn.net,1,1,1,1,1,1,1,92,91,5037,123188,54.75,1353.714286,128225,128225,-1
