domain1,tags,tids,xs,tagRatio,xdrRatio,tagDistribute,xdrDistribute,upAvgFluxSize,downAvgFluxSize,tidFlux,xdrFlux,is_main,domain0
imsproductionimg.yangkeduo.com,31,31,466,31,2.06223176,1,15.03225806,64.87512866,1220.62955,1590995.161,105838.7339,1,yangkeduo.com
ac.qq.com,101,108,892,94.4537037,13.07623318,1.069306931,8.259259259,47.92556431,1300.482736,617840.7037,74805.82511,1,qq.com
p.vivo.com.cn,25,26,172,24.03846154,3.930232558,1.04,6.615384615,115.8890293,1121.664968,229325.6538,34665.50581,1,vivo.com.cn
masterconn.qq.com,12,12,328,12,0.43902439,1,27.33333333,151.7822526,353.4121037,69627.58333,2547.35061,1,qq.com
www.google.com,167,290,3600,96.16896552,23.36111111,1.736526946,12.4137931,66.05980621,40,2519.831034,202.9863889,1,google.com
ie.sogou.com,134,170,884,105.6235294,32.69230769,1.268656716,5.2,158.5437286,585.8623971,24826.70588,4774.366516,1,sogou.com
safe.ucweb.com,30,30,52,30,17.30769231,1,1.733333333,270.1663717,330.0347648,10467.7,6039.057692,1,ucweb.com
omgid.qq.com,37,38,113,36.02631579,12.77876106,1.027027027,2.973684211,170.5166667,111.0215054,3240.736842,1089.80531,1,qq.com
a4.qpic.cn,31,31,129,31,7.449612403,1,4.161290323,66.04822453,1291.681326,383244.3548,92097.48062,1,qpic.cn
ad.xiaomi.com,103,143,2788,74.18881119,7.334648494,1.388349515,19.4965035,205.9262258,392.9129278,73385.7972,3764.049139,1,xiaomi.com
guzzoni.apple.com,78,112,371,54.32142857,33.81132075,1.435897436,3.3125,387.4753726,203.5594412,61774.59821,18648.93531,1,apple.com
mesu.apple.com,66,89,322,48.94382022,24.59937888,1.348484848,3.617977528,65.49008723,817.8754554,99834.17978,27593.91925,1,apple.com
client3.google.com,59,153,1717,22.75163399,13.63366337,2.593220339,11.22222222,75.48382005,0,3125.424837,278.5032033,1,google.com
socolm5.amap.com,61,118,4403,31.53389831,3.16238928,1.93442623,37.31355932,273.8827279,291.5211769,157749.2034,4227.66432,1,amap.com
browser.miui.com,33,36,462,30.25,2.805194805,1.090909091,12.83333333,341.0923293,372.2261808,104766.0556,8163.588745,1,miui.com
e13.whatsapp.net,16,31,136,8.258064516,7.066176471,1.9375,4.387096774,59.8185941,0,850.9677419,193.9705882,1,whatsapp.net
wifi.vivo.com.cn,32,33,181,31.03030303,6.016574586,1.03125,5.484848485,143.2033272,568.3592336,39405.0303,7184.342541,1,vivo.com.cn
mtalk4.google.com,50,134,2472,18.65671642,7.263754045,2.68,18.44776119,102.2421777,215.3735767,19399.91791,1051.613673,1,google.com
msg.xiaomi.net,297,369,2956,239.0487805,46.06258457,1.242424242,8.010840108,86.84182791,212.6976219,7196.934959,898.3995264,1,xiaomi.net
beta.myapp.com,100,106,445,94.33962264,25.2494382,1.06,4.198113208,86.84708437,121.827931,5974.490566,1423.137079,1,myapp.com
isdspeed.qq.com,45,46,238,44.02173913,8.890756303,1.022222222,5.173913043,139.9645833,150.8571429,7733.152174,1494.642857,1,qq.com
xtrapath3.izatcloud.net,38,66,470,21.87878788,9.268085106,1.736842105,7.121212121,64.44431127,1095.166029,215089.9545,30204.12128,1,izatcloud.net
nz.gepush.com,79,82,982,76.1097561,6.847250509,1.037974684,11.97560976,71.26426007,79.21113502,7949.097561,663.7739308,1,gepush.com
faas.ele.me,21,34,1889,12.97058824,0.611964002,1.619047619,55.55882353,184.5477562,298.3996096,503212.6765,9057.295394,1,ele.me
staticssl.kugou.com,11,11,28,11,4.321428571,1,2.545454545,54.36670839,1317.088505,243297.6364,95581.21429,1,kugou.com
supl.google.com,188,2876,58248,12.28929068,142.0027469,15.29787234,20.25312935,54.99546086,0,2451.810848,121.0583711,1,google.com
gcloud.qq.com,62,63,1420,61.01587302,2.795070423,1.016129032,22.53968254,248.4957112,294.1495674,37181.74603,1649.612676,1,qq.com
www.facebook.com,113,190,1618,67.20526316,22.31149567,1.681415929,8.515789474,62.82417351,40,1691.747368,198.6600742,1,facebook.com
p.qlogo.cn,65,68,553,62.13235294,8.361663653,1.046153846,8.132352941,55.47572563,1293.932906,695207.25,85486.60579,1,qlogo.cn
huangye.miui.com,23,26,116,20.34615385,5.827586207,1.130434783,4.461538462,140.2543171,288.0375494,9041.884615,2026.62931,1,miui.com
is.autonavi.com,89,124,990,63.87903226,15.53131313,1.393258427,7.983870968,104.5975702,1043.62906,324576.4355,40654.01818,1,autonavi.com
exmail.qq.com,12,14,54,10.28571429,3.62962963,1.166666667,3.857142857,118.3109244,470.9083447,30622,7939.037037,1,qq.com
keyvalueservice.icloud.com,37,47,463,29.12765957,4.771058315,1.27027027,9.85106383,126.9431203,643.3547897,68972.10638,7001.488121,1,icloud.com
btrace.qq.com,318,371,60029,272.5714286,2.292908428,1.166666667,161.8032345,330.155548,98.15002435,262006.1321,1619.288594,1,qq.com
tuisong.baidu.com,147,446,16612,48.45067265,11.97423549,3.034013605,37.24663677,71.45227961,66.38222742,18734.06502,502.9733325,1,baidu.com
open.qq.com,126,134,427,118.4776119,42.05152225,1.063492063,3.186567164,97.77205618,79.40796597,3558.671642,1116.772834,1,qq.com
vmp.qq.com,36,37,99,35.02702703,13.82828283,1.027777778,2.675675676,74.81299213,322.2041763,4780.405405,1786.616162,1,qq.com
nsclick.baidu.com,101,112,2204,91.08035714,5.691470054,1.108910891,19.67857143,151.560186,158.6675292,62422.21429,3172.090744,1,baidu.com
eden.vivo.com.cn,26,28,133,24.14285714,5.894736842,1.076923077,4.75,117.0747508,1081.999205,155945.1071,32830.54887,1,vivo.com.cn
conf.igexin.com,49,63,335,38.11111111,11.84776119,1.285714286,5.317460317,62.18155927,1124.365542,233101.3968,43836.9791,1,igexin.com
p4.pstatp.com,64,69,526,59.36231884,9.051330798,1.078125,7.623188406,61.85308872,1035.123442,130214.1159,17081.31939,1,pstatp.com
icps.suning.com,18,18,254,18,1.275590551,1,14.11111111,115.8923365,889.8704749,328628.6111,23288.64173,1,suning.com
app.xiaomi.com,27,30,134,24.3,6.71641791,1.111111111,4.466666667,395.956235,447.9840695,42637.36667,9545.679104,1,xiaomi.com
apiv4.yangkeduo.com,28,28,829,28,0.945717732,1,29.60714286,223.1458949,422.7189084,65708.78571,2219.35585,1,yangkeduo.com
ssp.qq.com,44,54,541,35.85185185,5.390018484,1.227272727,10.01851852,235.0724589,388.8913512,62675.16667,6255.931608,1,qq.com
m128.xiami.net,94,103,575,85.78640777,18.45043478,1.095744681,5.582524272,84.36967624,1170.724203,460212.9612,82438.14783,1,xiami.net
mp.qq.com,29,30,672,28.03333333,1.339285714,1.034482759,22.4,231.9675814,384.9314224,131440.3333,5867.872024,1,qq.com
file.dingtalk.com,70,72,449,68.05555556,11.54565702,1.028571429,6.236111111,214.8060999,333.0540501,50630.22222,8118.877506,1,dingtalk.com
hqs3.cnzz.com,41,42,179,40.02380952,9.854748603,1.024390244,4.261904762,159.7595597,339.8044693,19599.28571,4598.715084,1,cnzz.com
time.windows.com,31,118,347,8.144067797,40.12680115,3.806451613,2.940677966,73.67710843,76,485.8305085,165.2103746,1,windows.com
mta.qq.com,16,19,755,13.47368421,0.478145695,1.1875,39.73684211,80.78176243,56.48852058,53776.63158,1353.319205,1,qq.com
clients.google.com,147,562,46644,38.45017794,6.771374668,3.823129252,82.99644128,75.63863812,0,23018.37189,277.3416731,1,google.com
rom.miui.com,107,144,817,79.50694444,25.38066095,1.345794393,5.673611111,79.48696517,82.12723556,5006.027778,882.3353733,1,miui.com
b.yahoo.com,36,53,289,24.45283019,9.719723183,1.472222222,5.452830189,229.023975,444.6359329,35456.83019,6502.463668,1,yahoo.com
aweme.snssdk.com,192,203,5168,181.5960591,7.973877709,1.057291667,25.45812808,153.6006548,792.6330085,485382.0887,19065.89861,1,snssdk.com
ffapi.baidu.com,22,22,101,22,4.792079208,1,4.590909091,105.3688007,241.8589133,16843.81818,3668.950495,1,baidu.com
n.sinaimg.cn,36,45,360,28.8,5.625,1.25,8,47.05349005,1344.019048,2540523.6,317565.45,1,sinaimg.cn
gdynamic.qpic.cn,33,34,143,32.02941176,8.083916084,1.03030303,4.205882353,63.34684994,1282.787598,228394.7941,54303.65734,1,qpic.cn
caldav.icloud.com,22,26,135,18.61538462,5.007407407,1.181818182,5.192307692,112.7314017,577.3648208,19171.53846,3692.296296,1,icloud.com
conn2.oppomobile.com,30,30,335,30,2.686567164,1,11.16666667,72.51973433,1280.736946,704521.0333,63091.43582,1,oppomobile.com
tpns.qq.com,128,137,2493,119.5912409,7.528680305,1.0703125,18.19708029,98.85381858,220.8490232,35558.59854,1954.082631,1,qq.com
qrlogin.taobao.com,99,113,716,86.73451327,17.83379888,1.141414141,6.336283186,214.8366801,365.6103972,29399.30973,4639.835196,1,taobao.com
ess.apple.com,59,78,1121,44.62820513,5.427297056,1.322033898,14.37179487,104.6361205,709.0184285,45044.48718,3134.228368,1,apple.com
gamecenter.qq.com,87,88,182,86.01136364,42.54945055,1.011494253,2.068181818,155.7286296,299.4488818,6868.795455,3321.175824,1,qq.com
hzs19.cnzz.com,40,42,307,38.0952381,5.745928339,1.05,7.30952381,174.8816379,399.4865845,39249.14286,5369.589577,1,cnzz.com
kgmobilestat.kugou.com,40,42,419,38.0952381,4.210023866,1.05,9.976190476,158.3819656,96.44560765,16210.95238,1624.9642,1,kugou.com
p24-caldav.icloud.com,17,23,96,12.56521739,5.510416667,1.352941176,4.173913043,144.3763736,386.5019157,13341.73913,3196.458333,1,icloud.com
danuoyi.tbcache.com,283,376,27339,213.0026596,5.171220601,1.328621908,72.71010638,52.12457101,671.3480442,146198.1064,2010.698562,1,tbcache.com
oc.umeng.com,33,36,114,30.25,11.36842105,1.090909091,3.166666667,106.391162,106.6898396,2914.083333,920.2368421,1,umeng.com
qlogo.qpic.cn,189,199,1633,179.5025126,24.25045928,1.052910053,8.206030151,68.66079265,1087.009733,214339.7035,26119.78016,1,qpic.cn
log.mmstat.com,67,67,350,67,12.82571429,1,5.223880597,166.5672405,237.8641321,20635.86567,3950.294286,1,mmstat.com
timgmb02.bdimg.com,17,17,773,17,0.373868047,1,45.47058824,97.55811058,1027.331164,2143474.235,47139.7956,1,bdimg.com
opsdata.hicloud.com,37,42,282,32.5952381,6.255319149,1.135135135,6.714285714,241.6781768,74.75808937,10642.52381,1585.056738,1,hicloud.com
img.xiaohongshu.com,88,96,739,80.66666667,12.47090663,1.090909091,7.697916667,108.3452749,1090.214208,331175.0313,43021.3843,1,xiaohongshu.com
wk.baidu.com,14,14,790,14,0.248101266,1,56.42857143,205.9802443,387.7111323,326125.6429,5779.441772,1,baidu.com
iacc.qq.com,188,206,1668,171.5728155,25.441247,1.095744681,8.097087379,157.1272299,162.2153335,15294.40291,1888.877098,1,qq.com
music.126.net,61,65,1159,57.24615385,3.645383952,1.06557377,17.83076923,55.42672595,1359.072452,5144533.569,288520.0017,1,126.net
gateway.icloud.com,44,60,501,32.26666667,7.185628743,1.363636364,8.35,133.34268,604.9667214,64141.8,7681.652695,1,icloud.com
ic.snssdk.com,15,15,158,15,1.424050633,1,10.53333333,291.980292,442.8835341,63426.86667,6021.537975,1,snssdk.com
varticle-frontier.snssdk.com,64,64,428,64,9.570093458,1,6.6875,77.36543367,151.1528758,27099.70313,4052.292056,1,snssdk.com
cupid.iqiyi.com,28,28,771,28,1.016861219,1,27.53571429,184.7789966,142.3061663,57963.03571,2105.01297,1,iqiyi.com
pcookie.cnzz.com,22,23,48,21.04347826,11.02083333,1.045454545,2.086956522,115.84,122.5324675,2489.782609,1193.020833,1,cnzz.com
utp-peco-img.uc.cn,27,28,133,26.03571429,5.894736842,1.037037037,4.75,54.37851813,1321.400624,1465750.571,308579.0677,1,uc.cn
q3.qlogo.cn,140,153,2219,128.1045752,10.54934655,1.092857143,14.50326797,91.80370706,747.6944226,70821.07843,4883.111762,1,qlogo.cn
conn1.oppomobile.com,28,64,2903,12.25,1.410954185,2.285714286,45.359375,115.2395935,533.5928787,276384.0313,6093.206338,1,oppomobile.com
p41-ckdatabase.icloud.com,13,17,54,9.941176471,5.351851852,1.307692308,3.176470588,134.3261261,488.2576687,13748.41176,4328.203704,1,icloud.com
server.matocloud.com,19,19,195,19,1.851282051,1,10.26315789,138.0289371,450.8030075,44610.84211,4346.697436,1,matocloud.com
scs.openspeech.cn,74,189,1734,28.97354497,20.60034602,2.554054054,9.174603175,299.393854,127.0751003,16060.31746,1750.519031,1,openspeech.cn
zone1.meitudata.com,45,45,1608,45,1.259328358,1,35.73333333,48.83675538,1352.191114,3095407.956,86625.22264,1,meitudata.com
wea.uc.cn,48,68,354,33.88235294,13.06214689,1.416666667,5.205882353,110.0256526,223.1120879,9566.779412,1837.686441,1,uc.cn
p0.pstatp.com,25,25,152,25,4.111842105,1,6.08,61.24724809,1102.595579,113532.28,18673.07237,1,pstatp.com
e10.whatsapp.net,46,83,429,25.4939759,16.05827506,1.804347826,5.168674699,73.86056972,40,1197.228916,231.6317016,1,whatsapp.net
track.uc.cn,38,38,470,38,3.072340426,1,12.36842105,309.792842,202.603356,68164.47368,5511.170213,1,uc.cn
c-hzgt2.getui.com,144,214,976,96.89719626,46.92213115,1.486111111,4.560747664,149.8098624,517.3879749,11134.57477,2441.392418,1,getui.com
cjie.baidu.com,54,55,191,53.01818182,15.83769634,1.018518519,3.472727273,132.2738764,187.1534255,17428.65455,5018.722513,1,baidu.com
m.tmall.com,13,13,43,13,3.930232558,1,3.307692308,172.6762749,574.4196217,49362.53846,14923.55814,1,tmall.com
p13-keyvalueservice.icloud.com,15,18,109,12.5,2.972477064,1.2,6.055555556,152.0569054,670.721275,63478.88889,10482.75229,1,icloud.com
fastcfg.suning.com,24,24,338,24,1.704142012,1,14.08333333,89.15181132,1081.713494,580059.5417,41187.65976,1,suning.com
p33-availability.icloud.com,13,15,60,11.26666667,3.75,1.153846154,4,139.99018,480.2054455,18635.8,4658.95,1,icloud.com
share.baidu.com,18,18,264,18,1.227272727,1,14.66666667,172.9659001,69.68884724,16248.22222,1107.833333,1,baidu.com
look.360.cn,39,53,828,28.69811321,3.392512077,1.358974359,15.62264151,160.5485704,323.9369863,50520.83019,3233.821256,1,360.cn
en.gifshow.com,38,39,186,37.02564103,8.177419355,1.026315789,4.769230769,68.55808903,102.3501144,2765.871795,579.9408602,1,gifshow.com
mobilemaps-pa.googleapis.com,91,238,34334,34.79411765,1.649793208,2.615384615,144.2605042,63.11155975,0,26401.05042,183.0095532,1,googleapis.com
openapi.baidu.com,23,35,221,15.11428571,5.542986425,1.52173913,6.314285714,84.20752608,247.561666,23949.51429,3792.909502,1,baidu.com
mcp.weibo.cn,48,52,534,44.30769231,5.063670412,1.083333333,10.26923077,72.75466321,54.09957627,9329.096154,908.4513109,1,weibo.cn
pg.qq.com,18,18,357,18,0.907563025,1,19.83333333,72.75332013,146.4516505,8488396.889,427986.3978,1,qq.com
push.126.net,22,22,200,22,2.42,1,9.090909091,75.65025641,65.16175711,12436.63636,1368.03,1,126.net
nbcollect.kugou.com,43,45,424,41.08888889,4.775943396,1.046511628,9.422222222,168.6739211,91.54330285,13943.42222,1479.84434,1,kugou.com
img.zcdsp.com,56,187,58296,16.77005348,0.599852477,3.339285714,311.7433155,59.81750325,807.4599131,2940464.439,9432.325545,1,zcdsp.com
updatem.360safe.com,11,12,64,10.08333333,2.25,1.090909091,5.333333333,72.87833828,910.5858311,59790.83333,11210.78125,1,360safe.com
hdns.ksyun.com,27,28,403,26.03571429,1.945409429,1.037037037,14.39285714,87.35864297,118.6015713,7636.571429,530.5806452,1,ksyun.com
puma-api.iqiyi.com,20,26,118,15.38461538,5.728813559,1.3,4.538461538,94.84563107,498.7247475,18949.26923,4175.262712,1,iqiyi.com
tvax2.sinaimg.cn,33,45,313,24.2,6.469648562,1.363636364,6.955555556,45.50302162,1363.601345,2097893.867,301614.1342,1,sinaimg.cn
push-statics.meizu.com,18,24,231,13.5,2.493506494,1.333333333,9.625,174.2387173,245.6758509,24857.58333,2582.606061,1,meizu.com
iu.snssdk.com,99,101,1092,97.03960396,9.341575092,1.02020202,10.81188119,145.6880545,372.9562973,46200.34653,4273.108974,1,snssdk.com
stsdk.vivo.com.cn,47,49,362,45.08163265,6.632596685,1.042553191,7.387755102,107.2633338,1251.220741,511210.1633,69196.9558,1,vivo.com.cn
p26-availability.icloud.com,13,19,91,8.894736842,3.967032967,1.461538462,4.789473684,121.5201845,602.12,21390.42105,4466.131868,1,icloud.com
tva4.sinaimg.cn,20,22,80,18.18181818,6.05,1.1,3.636363636,46.66056369,1361.484694,2610761.864,717959.5125,1,sinaimg.cn
data.openspeech.cn,15,24,39,9.375,14.76923077,1.6,1.625,108.1222222,98.99346405,1442,887.3846154,1,openspeech.cn
crab.baidu.com,13,14,43,12.07142857,4.558139535,1.076923077,3.071428571,129.415879,243.6610979,12182.5,3966.395349,1,baidu.com
b-api.facebook.com,151,271,3641,84.13653137,20.17055754,1.794701987,13.43542435,76.24564214,40,3264.04059,242.9428728,1,facebook.com
kepler.jd.com,44,44,160,44,12.1,1,3.636363636,98.13436693,923.3764327,64634.38636,17774.45625,1,jd.com
e15.whatsapp.net,19,34,180,10.61764706,6.422222222,1.789473684,5.294117647,73.51355932,546.5483871,1774,335.0888889,1,whatsapp.net
e9.whatsapp.net,20,36,137,11.11111111,9.459854015,1.8,3.805555556,60.31460674,41.05263158,767.2222222,201.6058394,1,whatsapp.net
tajs.qq.com,17,17,32,17,9.03125,1,1.882352941,150.7013423,555.1048951,11980.52941,6364.65625,1,qq.com
sp0.baidu.com,201,615,93702,65.69268293,4.036466671,3.059701493,152.3609756,79.3706581,175.6193738,66162.35122,434.2473586,1,baidu.com
huanle.qq.com,146,154,1271,138.4155844,18.65932337,1.054794521,8.253246753,82.24265368,994.6096575,323787.2338,39231.49803,1,qq.com
egame.gtimg.cn,157,171,804,144.1461988,36.36940299,1.089171975,4.701754386,67.50148237,1113.646023,146121.4211,31078.06343,1,gtimg.cn
uranus.sogou.com,113,142,875,89.92253521,23.04457143,1.256637168,6.161971831,169.3676811,611.4446373,32531.41549,5279.384,1,sogou.com
valid.apple.com,20,20,36,20,11.11111111,1,1.8,69.45500634,1168.493732,63326.4,35181.33333,1,apple.com
pb9.pstatp.com,50,51,437,49.01960784,5.95194508,1.02,8.568627451,71.84847781,1092.672226,226652.0588,26451.38444,1,pstatp.com
push.qq.com,19,19,133,19,2.714285714,1,7,100.8360656,101.1031579,6088.684211,869.8120301,1,qq.com
push.oppomobile.com,38,40,301,36.1,5.315614618,1.052631579,7.525,200.6316695,314.2849544,19082.5,2535.880399,1,oppomobile.com
mon.toutiao.com,18,18,83,18,3.903614458,1,4.611111111,190.2474747,286.2421525,13370.61111,2899.650602,1,toutiao.com
osx.dianping.com,29,34,486,24.73529412,2.378600823,1.172413793,14.29411765,90.13560203,1031.579821,281733.8529,19709.77572,1,dianping.com
p59-contacts.icloud.com,13,14,83,12.07142857,2.361445783,1.076923077,5.928571429,117.9210526,597.6945455,30842.5,5202.349398,1,icloud.com
log.snssdk.com,14,14,84,14,2.333333333,1,6,445.4849138,196.6868687,42047,7007.833333,1,snssdk.com
vse.baidu.com,42,50,196,35.28,12.75510204,1.19047619,3.92,126.6631771,337.8499521,19660.68,5015.479592,1,baidu.com
p58-ckdatabase.icloud.com,19,20,81,18.05,4.938271605,1.052631579,4.05,129.6154748,633.7065421,22479.75,5550.555556,1,icloud.com
stats.jpush.cn,170,653,10447,44.25727412,40.81640662,3.841176471,15.99846861,152.0064035,390.6999806,64520.06585,4032.890112,1,jpush.cn
im.weibo.cn,33,34,283,32.02941176,4.084805654,1.03030303,8.323529412,107.5663606,621.0456369,44002.76471,5286.551237,1,weibo.cn
appdlc.hicloud.com,11,11,63,11,1.920634921,1,5.727272727,112.9226933,172.6451613,8982,1568.285714,1,hicloud.com
api.iqiyi.com,24,34,126,16.94117647,9.174603175,1.416666667,3.705882353,90.19223986,465.4683393,14466.91176,3903.769841,1,iqiyi.com
video.qq.com,306,360,4852,260.1,26.71063479,1.176470588,13.47777778,108.965876,874.3745483,168967.3722,12536.73825,1,qq.com
shuaji.360.cn,27,30,290,24.3,3.103448276,1.111111111,9.666666667,149.5179939,409.0324135,44145.4,4566.765517,1,360.cn
apidev.accuweather.com,123,147,6033,102.9183673,3.581800099,1.195121951,41.04081633,102.797224,345.1964586,127798.6939,3113.941323,1,accuweather.com
passport.360.cn,19,20,143,18.05,2.797202797,1.052631579,7.15,153.578852,389.9554355,41584.85,5816.062937,1,360.cn
v6.365yg.com,46,47,534,45.0212766,4.13670412,1.02173913,11.36170213,46.08946147,1168.498944,1987702.596,174947.6067,1,365yg.com
e.shifen.com,86,118,2318,62.6779661,6.006902502,1.372093023,19.6440678,219.710844,632.3894713,134357.5169,6839.597498,1,shifen.com
h5.sinaimg.cn,94,106,1444,83.35849057,7.781163435,1.127659574,13.62264151,54.11972121,1374.955073,9209846.16,676069.0395,1,sinaimg.cn
cdo.oppomobile.com,67,79,619,56.82278481,10.08239095,1.179104478,7.835443038,147.4495842,327.2434783,35544.24051,4536.340872,1,oppomobile.com
im-hist.iqiyi.com,29,29,234,29,3.594017094,1,8.068965517,96.69038208,367.2704995,18498.27586,2292.521368,1,iqiyi.com
httpsdns.baidu.com,74,76,944,72.05263158,6.118644068,1.027027027,12.42105263,132.4251174,374.2492259,66737.52632,5372.936441,1,baidu.com
dc.oppomobile.com,40,46,212,34.7826087,9.981132075,1.15,4.608695652,144.2784674,702.5310763,36036.02174,7819.136792,1,oppomobile.com
perf.ele.me,15,15,251,15,0.896414343,1,16.73333333,458.8935916,329.1590118,191006.4,11414.7251,1,ele.me
ios-init.51y5.net,40,42,130,38.0952381,13.56923077,1.05,3.095238095,184.7480136,219.17125,8050,2600.769231,1,51y5.net
iface2.iqiyi.com,50,66,1359,37.87878788,3.205298013,1.32,20.59090909,190.9048083,463.3437986,103365.9242,5019.978661,1,iqiyi.com
toblog.snssdk.com,147,152,1875,142.1644737,12.32213333,1.034013605,12.33552632,149.9497939,770.9942438,210396.5592,17056.14773,1,snssdk.com
ut.taobao.com,138,220,1716,86.56363636,28.20512821,1.594202899,7.8,205.5293373,292.0110497,33766.77727,4329.074009,1,taobao.com
down.qq.com,79,79,590,79,10.5779661,1,7.46835443,63.37333497,1266.276771,495952.7722,66407.23559,1,qq.com
ap.51y5.net,28,28,65,28,12.06153846,1,2.321428571,168.9297872,335.669746,8026.5,3457.569231,1,51y5.net
w.inmobi.com,14,16,212,12.25,1.20754717,1.142857143,13.25,340.2272279,261.1099961,106947.9375,8071.542453,1,inmobi.com
smp-device-content.apple.com,11,11,32,11,3.78125,1,2.909090909,127.0761421,403.3870968,6823.090909,2345.4375,1,apple.com
mb.qq.com,24,24,57,24,10.10526316,1,2.375,101.939759,262.8024194,4125.791667,1737.175439,1,qq.com
book.qq.com,209,234,1503,186.6709402,36.43113772,1.119617225,6.423076923,121.6707443,220.8556455,10491.37607,1633.387891,1,qq.com
ykpic.alicdn.com,38,38,152,38,9.5,1,4,69.28171448,1020.620049,93423.86842,23355.96711,1,alicdn.com
cmmsns.qpic.cn,263,301,1737,229.7973422,52.15947035,1.144486692,5.77076412,86.8877321,783.3580074,53757.16944,9315.433506,1,qpic.cn
www.iesdouyin.com,151,159,2183,143.4025157,11.58085204,1.052980132,13.72955975,170.184189,901.6131785,388012.5157,28261.10399,1,iesdouyin.com
configuration.apple.com,92,134,492,63.1641791,36.49593496,1.456521739,3.671641791,78.28771308,512.445843,50592.51493,13779.2622,1,apple.com
z4.cnzz.com,43,43,167,43,11.07185629,1,3.88372093,154.3365794,332.1695828,17376.25581,4474.125749,1,cnzz.com
tdm.qq.com,45,46,960,44.02173913,2.204166667,1.022222222,20.86956522,173.7085527,65.68559512,35437.69565,1698.05625,1,qq.com
3img.mgtv.com,64,68,662,60.23529412,6.98489426,1.0625,9.735294118,57.41568915,1182.48352,308115.5882,31649.33535,1,mgtv.com
data.hicloud.com,175,216,2959,141.7824074,15.76748902,1.234285714,13.69907407,316.8575646,124.2921732,40608.12037,2964.296722,1,hicloud.com
cgicol.amap.com,101,137,870,74.45985401,21.57356322,1.356435644,6.350364964,132.1093193,163.8590909,9089.591241,1431.349425,1,amap.com
sf1-dycdn-tos.pstatp.com,35,35,161,35,7.608695652,1,4.6,57.25425213,1281.389494,399876.7143,86929.7205,1,pstatp.com
gamedl.qq.com,51,52,454,50.01923077,5.955947137,1.019607843,8.730769231,172.3087179,71.21291449,4015.5,459.9251101,1,qq.com
pvp.qq.com,148,159,965,137.7610063,26.19792746,1.074324324,6.06918239,81.52859619,1078.313357,133305.7358,21964.36477,1,qq.com
baike.baidu.com,13,13,72,13,2.347222222,1,5.538461538,145.466863,372.4223035,23268.23077,4201.208333,1,baidu.com
dd.qq.com,88,93,417,83.2688172,20.74100719,1.056818182,4.483870968,88.2114038,122.8681481,6411.72043,1429.952038,1,qq.com
gamecenter.vivo.com.cn,77,85,2115,69.75294118,3.41607565,1.103896104,24.88235294,73.56184969,1307.533722,2931777.165,117825.5598,1,vivo.com.cn
3gimg.qq.com,176,195,633,158.8512821,60.07109005,1.107954545,3.246153846,61.52287582,999.4424779,6033.097436,1858.537125,1,qq.com
www.cnzz.com,41,46,235,36.54347826,9.004255319,1.12195122,5.108695652,279.3077302,363.5300926,25988.13043,5087.038298,1,cnzz.com
unidesk.alicdn.com,41,43,127,39.09302326,14.55905512,1.048780488,2.953488372,52.01908867,1195.200252,228414.6512,77337.24409,1,alicdn.com
cds.apple.com,13,15,44,11.26666667,5.113636364,1.153846154,2.933333333,47.12551582,1307.36992,697597.0667,237817.1818,1,apple.com
wmedia-track.uc.cn,14,14,233,14,0.841201717,1,16.64285714,263.0613419,177.91124,87304.21429,5245.746781,1,uc.cn
io.mi.com,15,15,298,15,0.755033557,1,19.86666667,156.6394678,512.8418269,94662.2,4764.875839,1,mi.com
wnskg.qq.com,25,25,577,25,1.083188908,1,23.08,271.5164418,377.6882537,367554.84,15925.25303,1,qq.com
mtalk.google.com,30,68,587,13.23529412,7.877342419,2.266666667,8.632352941,109.5591707,226.2941743,11962.95588,1385.827939,1,google.com
e16.whatsapp.net,19,40,191,9.025,8.376963351,2.105263158,4.775,56.79731993,40,908.7,190.3036649,1,whatsapp.net
pic1.qiyipic.com,19,19,168,19,2.148809524,1,8.842105263,59.04571664,889.671129,112479.7895,12720.92857,1,qiyipic.com
mmgr.gtimg.com,272,306,2340,241.7777778,40.01538462,1.125,7.647058824,57.50719396,1190.514158,276224.1732,36121.62265,1,gtimg.com
imagzine.oppomobile.com,48,51,254,45.17647059,10.24015748,1.0625,4.980392157,130.2198915,302.2993108,25120.86275,5043.952756,1,oppomobile.com
chong.qq.com,25,25,31,25,20.16129032,1,1.24,105.3390313,428.9352518,6248.72,5039.290323,1,qq.com
www.baidu.com,199,628,98750,63.0589172,3.993762025,3.155778894,157.2452229,81.75938669,169.7910831,70949.12261,451.2004962,1,baidu.com
sis.jpush.io,146,621,3786,34.3252818,101.8597464,4.253424658,6.096618357,185.1568528,347.8074825,2611.903382,428.4183835,1,jpush.io
hm.baidu.com,164,181,3145,148.5966851,10.41685215,1.103658537,17.37569061,200.5333065,250.9032678,84947.9116,4888.894118,1,baidu.com
puds.ucweb.com,31,33,128,29.12121212,8.5078125,1.064516129,3.878787879,268.0083433,139.5306122,10128.81818,2611.335938,1,ucweb.com
wifi.360.cn,13,16,180,10.5625,1.422222222,1.230769231,11.25,133.5294118,438.6477663,43403.5,3858.088889,1,360.cn
passport.baidu.com,53,58,430,48.43103448,7.823255814,1.094339623,7.413793103,152.1207345,192.7693292,42523.27586,5735.697674,1,baidu.com
